DEBUG 2018-06-09 00:31:44,734 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
INFO  2018-06-09 00:32:00,072 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 373.0551ms 200 application/javascript
INFO  2018-06-09 00:32:00,121 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3  
INFO  2018-06-09 00:32:00,125 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/spin.js/jquery.spin.js  
INFO  2018-06-09 00:32:00,130 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/spin.js/jquery.spin.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\spin.js\jquery.spin.js'
INFO  2018-06-09 00:32:00,191 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/sweetalert/dist/sweetalert-dev.js  
INFO  2018-06-09 00:32:00,220 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/abp.js  
INFO  2018-06-09 00:32:00,246 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/spin.js/spin.js  
INFO  2018-06-09 00:32:00,272 [23   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/abp-web-resources/Abp/Framework/scripts/abp.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\abp-web-resources\Abp\Framework\scripts\abp.js'
INFO  2018-06-09 00:32:00,278 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 161.3794ms 200 application/javascript
INFO  2018-06-09 00:32:00,295 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/toastr/toastr.js  
INFO  2018-06-09 00:32:00,312 [18   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/sweetalert/dist/sweetalert-dev.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\sweetalert\dist\sweetalert-dev.js'
INFO  2018-06-09 00:32:00,324 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 110.8063ms 200 application/javascript
INFO  2018-06-09 00:32:00,350 [21   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/spin.js/spin.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\spin.js\spin.js'
INFO  2018-06-09 00:32:00,366 [24   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/toastr/toastr.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\toastr\toastr.js'
INFO  2018-06-09 00:32:00,388 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 315.9452ms 200 application/javascript
INFO  2018-06-09 00:32:00,404 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 260.3828ms 200 application/javascript
INFO  2018-06-09 00:32:00,415 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/font-awesome/fonts/fontawesome-webfont.woff2'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\font-awesome\fonts\fontawesome-webfont.woff2'
INFO  2018-06-09 00:32:00,463 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.jquery.js  
INFO  2018-06-09 00:32:00,492 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.blockUI.js  
INFO  2018-06-09 00:32:00,523 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 256.9518ms 200 application/javascript
INFO  2018-06-09 00:32:00,547 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.toastr.js  
INFO  2018-06-09 00:32:00,552 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 357.4722ms 200 font/woff2
INFO  2018-06-09 00:32:00,577 [23   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.toastr.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\abp-web-resources\Abp\Framework\scripts\libs\abp.toastr.js'
INFO  2018-06-09 00:32:00,582 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.blockUI.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\abp-web-resources\Abp\Framework\scripts\libs\abp.blockUI.js'
INFO  2018-06-09 00:32:00,591 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.sweet-alert.js  
INFO  2018-06-09 00:32:00,617 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 167.6873ms 200 application/javascript
INFO  2018-06-09 00:32:00,629 [22   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.jquery.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\abp-web-resources\Abp\Framework\scripts\libs\abp.jquery.js'
INFO  2018-06-09 00:32:00,673 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 177.9902ms 200 application/javascript
INFO  2018-06-09 00:32:00,703 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 259.8087ms 200 application/javascript
INFO  2018-06-09 00:32:00,749 [21   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.sweet-alert.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\abp-web-resources\Abp\Framework\scripts\libs\abp.sweet-alert.js'
INFO  2018-06-09 00:32:00,780 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.spin.js  
INFO  2018-06-09 00:32:00,807 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 284.2215ms 200 application/javascript
INFO  2018-06-09 00:32:00,847 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/famfamfam-flags/dist/sprite/famfamfam-flags.png  
INFO  2018-06-09 00:32:00,872 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=636641011190334088  
INFO  2018-06-09 00:32:00,889 [18   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.spin.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\abp-web-resources\Abp\Framework\scripts\libs\abp.spin.js'
INFO  2018-06-09 00:32:00,899 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=636641011190356883  
INFO  2018-06-09 00:32:00,905 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 177.4317ms 200 application/javascript
